QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN_STATE_FIPS,DEST_STATE_FIPS,CRS_DEP_TIME,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,Destination,Carrier_index,Origin,ARR_DELAY,class,class2
4,10,20,5,13,47,1050,1109,79.0,332.0,236,6,22,-10.0,0,1
1,2,6,1,51,13,550,745,115.0,481.0,22,23,317,-28.0,0,1
1,2,3,5,6,36,2055,516,321.0,2586.0,196,3,338,103.0,5,3
3,9,29,5,29,17,1150,1310,80.0,405.0,234,23,230,7.0,2,2
1,2,3,5,51,27,1126,1320,174.0,931.0,258,6,95,-15.0,0,1
2,5,26,5,48,48,1745,1845,60.0,140.0,24,20,176,-4.0,1,1
4,12,22,5,12,13,1045,1304,79.0,271.0,22,6,299,-15.0,0,1
3,8,25,5,22,13,1418,1710,112.0,503.0,22,18,214,-9.0,0,1
1,2,28,2,25,49,1740,2126,346.0,2105.0,348,6,45,3.0,1,1
3,9,20,3,6,6,745,900,75.0,342.0,344,23,353,-9.0,0,1
2,6,12,1,53,6,1925,2204,159.0,1050.0,326,2,336,-20.0,0,1
1,2,20,1,17,5,855,1046,111.0,522.0,395,18,274,48.0,4,2
2,6,20,2,48,22,630,750,80.0,436.0,259,23,92,-6.0,0,1
1,1,19,4,32,27,1854,2359,185.0,1299.0,258,15,204,-13.0,0,1
3,7,20,4,13,1,823,843,80.0,302.0,251,18,22,-15.0,0,1
3,9,9,6,15,15,1615,1654,39.0,100.0,164,11,268,-3.0,1,1
1,3,26,7,34,12,645,939,174.0,985.0,283,8,375,-25.0,0,1
2,6,8,4,48,24,1320,1729,189.0,1217.0,57,1,97,-21.0,0,1
4,11,3,5,38,27,600,748,108.0,546.0,258,18,187,26.0,3,2
3,8,15,2,17,13,600,859,119.0,606.0,22,6,274,-3.0,1,1
3,9,24,7,6,41,1110,1258,108.0,550.0,284,20,338,4.0,1,1
3,7,24,1,13,45,1219,1324,65.0,192.0,59,7,22,-9.0,0,1
2,5,19,5,48,13,1435,1735,120.0,721.0,22,23,92,10.0,2,2
4,12,5,2,6,6,915,1045,90.0,337.0,206,23,338,-16.0,0,1
2,4,1,6,12,55,2205,5,180.0,1183.0,244,23,324,2.0,1,1
1,1,29,7,6,48,2359,513,194.0,1379.0,176,20,206,41.0,4,2
4,12,7,4,8,38,1000,1302,122.0,576.0,187,18,96,13.0,2,2
2,6,7,3,48,25,1825,2311,226.0,1562.0,45,1,97,93.0,5,3
3,7,24,1,39,27,700,808,128.0,626.0,258,6,77,-1.0,1,1
3,8,6,7,48,12,1403,1745,162.0,966.0,129,20,176,134.0,5,3
1,3,8,3,26,36,1500,1639,99.0,489.0,14,18,105,-4.0,1,1
3,8,9,3,15,15,745,823,38.0,100.0,268,11,164,-4.0,1,1
1,1,2,1,40,48,701,805,64.0,175.0,97,1,270,-1.0,1,1
2,5,17,3,8,17,1955,2310,135.0,895.0,234,23,96,24.0,3,2
1,2,8,3,72,12,725,920,175.0,1046.0,129,23,346,-12.0,0,1
2,4,25,2,51,13,700,849,109.0,481.0,22,6,317,-27.0,0,1
2,6,14,3,36,17,2055,2225,150.0,725.0,234,23,215,139.0,5,3
4,10,26,4,4,55,1815,2325,190.0,1460.0,244,23,290,6.0,2,2
1,3,30,4,55,27,1730,1853,83.0,252.0,258,18,147,14.0,2,2
1,1,3,2,12,36,1815,2100,165.0,1028.0,196,3,283,116.0,5,3
1,2,3,5,12,8,1355,1617,262.0,1607.0,96,8,324,-7.0,0,1
3,7,30,7,17,25,2144,104,140.0,867.0,45,1,274,0.0,1,1
4,12,12,2,5,13,1538,1830,112.0,579.0,22,7,136,-32.0,0,1
4,11,29,3,27,13,1555,1925,150.0,907.0,22,23,258,-12.0,0,1
3,9,2,6,48,29,1410,1550,100.0,546.0,360,23,92,27.0,3,2
3,7,18,2,48,51,1310,1728,198.0,1190.0,174,20,176,88.0,5,3
4,10,15,7,48,19,1445,1703,138.0,802.0,104,7,176,29.0,3,2
2,5,24,3,13,18,941,1134,113.0,566.0,330,18,22,-14.0,0,1
3,8,2,3,48,32,1110,1155,165.0,1090.0,204,23,24,14.0,2,2
3,8,21,1,13,12,2159,2319,80.0,404.0,232,15,22,-1.0,1,1
2,6,9,5,55,17,515,629,74.0,269.0,274,18,108,-2.0,1,1
1,1,25,3,13,12,1633,1744,71.0,270.0,195,6,22,-5.0,1,1
1,1,8,7,5,29,855,1005,70.0,296.0,360,23,218,10.0,2,2
4,12,4,1,13,48,2118,2235,137.0,721.0,92,6,22,-23.0,0,1
4,10,27,5,12,17,1655,1915,200.0,1197.0,274,1,242,-20.0,0,1
3,8,20,7,6,32,1225,1335,70.0,236.0,204,23,206,0.0,1,1
3,8,8,2,32,6,1225,1325,60.0,181.0,266,23,319,-5.0,1,1
2,6,12,1,13,42,1251,1437,106.0,526.0,296,6,22,-11.0,0,1
2,4,14,5,24,49,1345,1630,285.0,1865.0,348,23,57,38.0,3,2
4,11,19,7,17,39,750,1010,80.0,296.0,77,7,274,-20.0,0,1
3,9,5,2,4,6,1340,1530,110.0,647.0,351,23,290,-8.0,0,1
2,6,28,3,12,39,1155,1428,153.0,895.0,74,8,232,-8.0,0,1
4,12,16,6,12,48,545,759,194.0,1121.0,97,1,242,1.0,1,1
1,1,4,3,42,13,715,917,122.0,526.0,22,6,296,-24.0,0,1
1,3,18,6,12,55,2205,5,180.0,1183.0,244,23,324,23.0,3,2
2,5,4,4,8,32,1635,1730,115.0,628.0,204,23,96,-10.0,0,1
4,10,5,4,6,6,545,655,70.0,156.0,206,18,331,-7.0,0,1
4,12,6,3,17,55,1650,1749,59.0,108.0,256,18,274,1.0,1,1
4,12,27,3,35,48,1551,1839,108.0,551.0,97,7,325,-24.0,0,1
3,8,20,7,6,41,1606,1822,136.0,817.0,284,18,56,6.0,2,2
3,8,22,2,12,36,725,1006,161.0,944.0,196,6,232,-13.0,0,1
3,9,4,1,6,6,1906,2020,74.0,337.0,266,15,206,-13.0,0,1
1,1,21,6,32,6,1120,1242,82.0,402.0,216,3,319,-6.0,0,1
1,2,26,7,19,4,2030,2251,201.0,1150.0,290,8,104,35.0,3,2
2,4,24,1,27,27,1115,1227,72.0,199.0,38,18,258,-10.0,0,1
3,9,29,5,13,27,1751,1935,164.0,907.0,258,6,22,-3.0,1,1
1,1,22,7,4,17,1455,1926,211.0,1440.0,274,1,290,2.0,1,1
1,2,21,2,17,48,1930,2220,170.0,937.0,166,23,234,-31.0,0,1
1,2,4,6,24,12,1156,1430,154.0,919.0,324,15,57,-17.0,0,1
1,1,22,7,32,27,1345,1907,202.0,1299.0,258,6,204,17.0,2,2
4,11,23,4,26,36,1550,1656,66.0,241.0,55,6,105,-4.0,1,1
4,10,17,2,17,17,2110,2208,58.0,174.0,355,18,274,-25.0,0,1
3,8,10,4,28,28,2040,2117,37.0,69.0,292,18,235,-7.0,0,1
1,3,28,2,6,48,1355,1908,193.0,1313.0,97,1,125,69.0,5,3
2,4,15,6,48,48,2142,2246,64.0,191.0,327,20,176,-12.0,0,1
3,7,3,1,35,48,1135,1446,131.0,744.0,176,20,2,-19.0,0,1
3,7,27,4,53,12,855,1725,330.0,2554.0,232,6,336,-20.0,0,1
3,8,15,2,48,19,1445,1634,109.0,624.0,104,1,97,58.0,4,2
2,4,26,3,18,26,1011,1113,62.0,157.0,105,18,330,22.0,3,2
1,1,25,3,4,8,1600,1748,108.0,602.0,96,1,290,-14.0,0,1
1,1,21,6,34,12,1725,2011,166.0,982.0,324,15,8,-12.0,0,1
2,6,28,3,5,36,1706,2111,185.0,1147.0,215,7,395,-14.0,0,1
2,5,25,4,8,29,1225,1500,95.0,533.0,230,23,96,6.0,2,2
4,12,26,2,21,13,1050,1219,89.0,304.0,22,7,213,-22.0,0,1
3,8,27,7,6,8,2000,2310,130.0,853.0,96,23,326,19.0,2,2
2,6,9,5,6,55,1210,1815,245.0,1845.0,244,23,338,95.0,5,3
1,3,29,3,22,13,545,816,91.0,425.0,22,6,259,-25.0,0,1
3,7,27,4,48,12,933,1301,148.0,854.0,232,20,176,8.0,2,2
2,4,11,2,36,13,1655,1937,162.0,762.0,22,6,215,-22.0,0,1
2,6,15,4,6,6,1435,1555,80.0,417.0,326,23,344,-11.0,0,1
1,3,27,1,37,13,1955,2127,92.0,306.0,22,7,151,-30.0,0,1
2,6,15,4,17,27,2040,2208,88.0,334.0,258,1,274,40.0,3,2
4,11,30,4,37,6,1620,1854,334.0,2125.0,206,1,76,9.0,2,2
3,7,23,7,36,17,1730,1900,150.0,723.0,274,20,14,207.0,5,3
2,5,9,2,8,48,1300,1600,120.0,641.0,97,20,96,-22.0,0,1
2,4,11,2,4,39,848,1537,229.0,1670.0,77,1,290,8.0,2,2
3,8,1,2,8,6,1645,1813,148.0,846.0,353,8,96,10.0,2,2
4,12,29,5,48,6,1830,2055,265.0,1635.0,338,20,176,-18.0,0,1
2,4,21,5,17,12,605,955,170.0,1167.0,129,23,234,-5.0,1,1
4,10,25,3,27,19,1549,1659,70.0,220.0,70,18,258,-4.0,1,1
4,10,5,4,32,12,2243,623,280.0,2173.0,129,3,204,-5.0,1,1
1,3,2,4,26,17,750,750,60.0,137.0,234,23,150,-6.0,0,1
4,10,31,2,39,55,645,719,94.0,328.0,244,7,74,-13.0,0,1
1,3,4,6,13,36,942,1157,135.0,780.0,167,7,22,-10.0,0,1
3,8,2,3,37,13,1729,1902,93.0,356.0,22,6,314,1.0,1,1
2,4,10,1,48,37,1345,1722,157.0,1061.0,314,1,97,10.0,2,2
1,1,23,1,32,49,2115,2330,75.0,368.0,348,23,204,-15.0,0,1
1,2,23,4,4,17,639,1110,211.0,1437.0,274,1,378,-40.0,0,1
1,1,6,5,48,37,705,1032,147.0,936.0,76,1,97,0.0,1,1
1,3,17,5,49,30,1525,1720,115.0,531.0,127,18,348,-18.0,0,1
2,6,16,5,4,51,2340,701,261.0,1979.0,95,1,290,0.0,1,1
3,7,18,2,24,18,1415,1555,100.0,516.0,184,23,57,-4.0,1,1
4,11,26,7,6,2,2355,445,350.0,2345.0,17,2,206,-14.0,0,1
4,11,21,2,15,53,1420,2200,340.0,2677.0,336,11,164,141.0,5,3
4,11,10,5,8,8,746,857,71.0,251.0,102,18,96,4.0,1,1
1,3,19,7,12,36,2240,115,155.0,1073.0,14,23,232,113.0,5,3
4,11,3,5,48,48,1045,1156,71.0,247.0,97,1,327,3.0,1,1
3,7,29,6,53,48,1705,2314,249.0,1770.0,24,6,336,7.0,2,2
4,11,4,6,37,25,1640,1833,113.0,612.0,45,3,314,75.0,5,3
3,8,29,2,6,53,1359,1640,161.0,954.0,336,2,206,0.0,1,1
1,3,14,2,6,6,1403,1518,75.0,262.0,338,18,329,-31.0,0,1
1,2,13,1,13,4,1210,1443,273.0,1587.0,290,8,22,-18.0,0,1
4,10,6,5,4,17,1126,1700,214.0,1437.0,274,18,378,82.0,5,3
3,7,17,1,48,22,2135,2240,65.0,262.0,249,7,176,5.0,1,1
3,8,18,5,6,8,1835,2159,144.0,853.0,96,8,326,-1.0,1,1
2,5,8,1,48,48,2130,2200,90.0,496.0,114,23,327,-5.0,1,1
3,9,7,4,17,25,2010,2328,138.0,867.0,45,1,274,-19.0,0,1
4,10,6,5,72,12,1055,1341,166.0,1045.0,242,1,346,-14.0,0,1
4,11,1,3,4,6,1645,1816,91.0,370.0,206,1,290,36.0,3,2
1,3,11,6,6,24,1300,2050,290.0,2295.0,57,23,326,-8.0,0,1
2,4,14,5,12,27,1405,1640,215.0,1310.0,258,6,232,-21.0,0,1
2,4,27,4,18,26,1023,1123,60.0,128.0,105,18,137,-15.0,0,1
2,4,16,7,27,48,2005,2320,195.0,1034.0,176,18,258,0.0,1,1
2,5,3,3,12,51,1543,1755,132.0,758.0,174,20,232,-7.0,0,1
4,10,1,7,48,28,1015,1139,84.0,376.0,146,7,176,-18.0,0,1
3,9,2,6,53,32,600,827,147.0,867.0,204,15,336,-11.0,0,1
1,1,3,2,12,72,1550,1935,165.0,1189.0,346,23,232,154.0,5,3
1,2,12,7,17,53,800,1040,280.0,1721.0,336,2,274,-16.0,0,1
2,4,3,1,47,27,1108,1329,141.0,695.0,258,18,43,-35.0,0,1
1,1,20,5,48,51,725,1120,175.0,1190.0,174,20,176,0.0,1,1
4,11,15,3,18,17,820,815,55.0,84.0,274,18,330,-11.0,0,1
2,4,26,3,18,26,1200,1309,69.0,231.0,105,6,184,-7.0,0,1
2,5,27,6,25,12,1358,1717,199.0,1197.0,283,3,45,-25.0,0,1
1,1,24,2,36,25,1100,1223,83.0,184.0,45,1,215,4.0,1,1
2,6,1,4,6,51,820,1636,316.0,2311.0,95,1,206,2.0,1,1
2,5,28,7,32,6,1425,1530,65.0,258.0,326,23,204,-7.0,0,1
4,11,10,5,26,42,1000,1106,66.0,201.0,296,18,105,-17.0,0,1
2,6,11,7,24,22,835,1010,155.0,998.0,259,23,57,-14.0,0,1
2,6,22,4,22,13,600,842,102.0,448.0,22,7,249,-11.0,0,1
2,5,6,6,4,25,2227,625,298.0,2300.0,45,3,290,-6.0,0,1
1,1,5,4,17,55,2050,2146,56.0,108.0,256,20,274,-20.0,0,1
3,8,10,4,36,6,1820,2140,380.0,2475.0,206,6,196,-7.0,0,1
2,4,24,1,48,24,615,1005,170.0,1209.0,57,23,92,-2.0,1,1
3,8,17,4,34,6,1805,2121,376.0,2548.0,344,20,121,56.0,4,2
1,2,12,7,29,32,1025,1130,185.0,1139.0,204,23,230,6.0,2,2
4,10,6,5,8,41,1904,2049,165.0,996.0,118,20,96,13.0,2,2
3,7,13,4,6,6,1710,1810,60.0,155.0,331,18,206,112.0,5,3
2,4,17,1,25,17,1545,1738,173.0,867.0,274,1,45,1.0,1,1
2,4,21,5,32,6,2030,2155,85.0,407.0,266,23,204,0.0,1,1
4,10,4,3,48,48,625,725,60.0,277.0,166,23,168,-11.0,0,1
4,12,22,5,6,4,1240,1450,70.0,325.0,290,23,273,28.0,3,2
4,10,10,2,48,45,1850,2215,145.0,862.0,152,1,97,34.0,3,2
2,6,4,7,41,48,2359,554,235.0,1616.0,97,18,284,-21.0,0,1
1,2,28,2,51,48,605,830,205.0,1184.0,92,23,95,8.0,2,2
3,7,19,3,49,16,1355,1457,62.0,188.0,178,18,348,-9.0,0,1
1,1,20,5,48,13,1703,2010,127.0,689.0,22,6,176,-27.0,0,1
3,7,29,6,8,12,30,605,215.0,1546.0,232,8,96,-9.0,0,1
1,1,18,3,27,30,1750,1947,177.0,913.0,163,18,258,-5.0,1,1
4,11,9,4,25,17,900,1101,181.0,867.0,274,1,45,-23.0,0,1
4,10,26,4,6,17,910,1522,252.0,1836.0,274,15,266,-9.0,0,1
2,6,30,5,6,17,1225,1825,240.0,1751.0,234,23,206,39.0,3,2
2,4,23,7,47,48,1700,1832,152.0,771.0,176,7,383,-6.0,0,1
3,8,16,3,24,37,1845,1955,70.0,255.0,314,23,57,7.0,2,2
3,9,27,3,42,37,850,1040,110.0,413.0,76,1,233,-16.0,0,1
4,12,28,4,1,13,639,849,70.0,151.0,22,6,169,-25.0,0,1
3,8,14,1,13,45,1612,1719,67.0,192.0,59,6,22,-4.0,1,1
2,5,6,6,24,12,805,1030,145.0,842.0,373,23,57,-14.0,0,1
4,11,17,5,15,34,1620,650,570.0,4963.0,121,20,164,-21.0,0,1
2,6,11,7,27,17,1910,2035,85.0,349.0,234,23,258,-4.0,1,1
4,12,14,4,35,4,1510,1643,93.0,370.0,290,18,325,-12.0,0,1
3,7,18,2,6,27,1535,2110,215.0,1535.0,258,6,206,9.0,2,2
2,4,19,3,20,17,1226,1420,114.0,588.0,274,18,177,8.0,2,2
1,3,13,1,17,12,1040,1417,157.0,1012.0,373,20,274,21.0,3,2
1,3,22,3,8,49,1318,1450,92.0,391.0,348,6,96,-22.0,0,1
1,3,9,4,48,48,1630,1735,65.0,239.0,166,23,92,-1.0,1,1
3,8,4,5,55,29,715,845,90.0,436.0,230,23,244,-8.0,0,1
3,8,26,6,17,53,1955,2234,279.0,1721.0,336,2,274,-20.0,0,1
4,11,2,4,8,25,1030,1625,235.0,1754.0,45,23,96,-11.0,0,1
1,1,18,3,17,46,855,1045,110.0,462.0,135,7,274,-33.0,0,1
1,3,27,1,35,49,600,741,101.0,493.0,348,6,2,-6.0,0,1
1,1,19,4,6,6,1950,2059,69.0,209.0,125,18,206,-21.0,0,1
3,7,28,5,48,13,700,1004,124.0,721.0,22,6,92,-1.0,1,1
3,7,22,6,36,72,1225,1623,238.0,1598.0,346,1,196,-9.0,0,1
4,10,22,7,12,48,1120,1255,95.0,488.0,166,23,299,34.0,3,2
1,2,7,2,12,13,1230,1348,78.0,270.0,22,6,195,-22.0,0,1
4,12,15,5,34,39,1020,1214,114.0,463.0,77,7,121,-5.0,1,1
4,11,9,4,25,6,1025,1358,393.0,2704.0,338,20,45,-8.0,0,1
4,10,13,5,6,32,1830,1950,80.0,386.0,204,23,344,32.0,3,2
4,11,5,7,6,6,1300,1425,85.0,371.0,266,23,353,-11.0,0,1
3,8,16,3,24,55,815,915,120.0,641.0,244,23,57,-8.0,0,1
2,4,11,2,34,29,1135,1327,172.0,872.0,360,7,121,-33.0,0,1
3,7,10,1,6,12,1234,2104,330.0,2446.0,232,20,338,13.0,2,2
3,9,30,6,48,6,1810,1936,206.0,1346.0,353,20,176,-8.0,0,1
2,6,29,4,39,12,730,1003,153.0,927.0,373,8,74,-21.0,0,1
3,8,25,5,12,17,1025,1225,180.0,1167.0,234,23,129,17.0,2,2
1,1,28,6,53,2,729,910,161.0,909.0,199,2,336,-28.0,0,1
4,10,26,4,6,48,1005,1450,165.0,1211.0,327,23,206,53.0,4,2
3,9,12,2,26,18,1552,1650,58.0,128.0,137,18,105,10.0,2,2
4,12,24,7,36,12,730,1031,181.0,1056.0,283,3,167,12.0,2,2
3,9,6,3,6,6,1600,1651,51.0,86.0,351,18,338,70.0,5,3
1,1,6,5,12,34,1000,1241,161.0,937.0,121,20,232,28.0,3,2
4,11,13,1,6,48,700,1215,195.0,1235.0,97,18,206,-4.0,1,1
1,1,12,4,21,13,700,853,113.0,373.0,22,6,88,-25.0,0,1
3,9,14,4,17,6,1215,1436,261.0,1744.0,206,20,274,0.0,1,1
2,5,22,1,16,49,1305,1413,68.0,290.0,348,6,44,-9.0,0,1
4,10,30,1,35,6,600,747,167.0,896.0,338,18,2,-19.0,0,1
2,5,23,2,27,46,1300,1406,66.0,196.0,135,18,258,0.0,1,1
1,1,22,7,12,51,1045,1255,130.0,759.0,95,1,232,-31.0,0,1
1,3,31,5,51,6,1921,2225,364.0,2288.0,206,1,174,-35.0,0,1
2,6,8,4,45,13,1850,2001,71.0,153.0,22,7,152,-20.0,0,1
4,12,30,6,6,29,1300,1834,214.0,1592.0,360,1,206,-10.0,0,1
3,7,9,7,53,49,1640,1937,117.0,689.0,348,6,336,-6.0,0,1
4,12,22,5,8,6,1510,1646,156.0,844.0,125,18,96,21.0,3,2
3,9,7,4,21,12,1030,1235,125.0,719.0,232,23,335,12.0,2,2
4,10,13,5,48,36,1730,2202,212.0,1416.0,215,20,176,-2.0,1,1
2,6,5,1,13,25,1945,2236,171.0,946.0,45,3,22,158.0,5,3
1,2,10,5,48,48,1610,1705,55.0,189.0,92,23,24,-5.0,1,1
3,7,5,3,12,13,1515,1702,107.0,404.0,22,6,232,-33.0,0,1
4,10,23,1,6,4,2030,2140,70.0,304.0,290,23,326,-4.0,1,1
4,12,17,7,6,6,1255,1420,85.0,308.0,344,18,206,-9.0,0,1
2,6,26,1,13,12,1250,1450,120.0,594.0,242,6,22,-17.0,0,1
2,4,9,7,32,25,1005,1814,309.0,2381.0,45,3,204,-22.0,0,1
4,11,21,2,13,42,1514,1724,130.0,692.0,0,7,22,0.0,1,1
1,2,6,1,24,39,1425,1545,80.0,337.0,77,23,57,6.0,2,2
3,7,24,1,8,36,1010,1614,244.0,1620.0,215,6,96,76.0,5,3
4,11,26,7,49,6,600,658,118.0,590.0,206,2,348,-17.0,0,1
4,10,31,2,6,4,620,744,84.0,304.0,290,1,326,-15.0,0,1
3,9,13,3,29,12,1530,1935,185.0,1242.0,129,23,230,-5.0,1,1
3,7,19,3,37,29,2000,2053,113.0,575.0,360,1,76,-2.0,1,1
2,6,6,2,12,6,1510,1736,326.0,2218.0,206,8,232,158.0,5,3
4,10,12,4,17,12,1850,2226,156.0,1012.0,373,1,274,6.0,2,2
3,8,7,1,5,13,1428,1710,102.0,453.0,22,6,218,-2.0,1,1
4,11,6,1,13,12,1928,2034,66.0,223.0,371,6,22,10.0,2,2
3,8,9,3,13,15,955,1330,575.0,4502.0,164,6,22,4.0,1,1
4,11,30,4,49,49,820,910,50.0,221.0,62,18,348,19.0,2,2
4,11,27,1,6,34,2110,512,302.0,2425.0,121,20,326,-28.0,0,1
1,3,21,2,42,13,700,920,140.0,666.0,22,15,289,-27.0,0,1
2,4,11,2,51,34,2030,2154,84.0,199.0,121,7,95,-10.0,0,1
1,1,21,6,25,36,1315,1438,83.0,187.0,196,1,45,-18.0,0,1
3,8,19,6,6,53,1855,2143,168.0,1050.0,336,2,326,1.0,1,1
4,12,9,6,4,32,750,755,65.0,255.0,204,23,290,-7.0,0,1
3,8,28,1,32,6,905,1035,90.0,414.0,338,23,204,12.0,2,2
1,2,21,2,48,48,1310,1414,64.0,201.0,176,7,85,-10.0,0,1
1,1,18,3,15,15,1518,1553,35.0,84.0,200,11,268,-2.0,1,1
1,1,27,5,42,36,1550,1729,99.0,335.0,215,7,296,-4.0,1,1
4,11,3,5,8,4,1735,1838,123.0,639.0,378,18,96,1.0,1,1
1,3,19,7,36,37,1926,2144,138.0,646.0,76,1,14,-12.0,0,1
1,3,14,2,32,27,1145,1659,194.0,1299.0,258,6,204,-5.0,1,1
4,12,16,6,26,4,715,1008,293.0,1671.0,290,1,105,7.0,2,2
2,6,9,5,27,39,1353,1649,116.0,622.0,74,7,258,-15.0,0,1
2,5,27,6,12,42,1350,1620,150.0,861.0,289,23,232,-19.0,0,1
2,4,28,5,48,48,920,1025,65.0,293.0,92,23,207,1.0,1,1
3,9,24,7,39,13,1027,1201,94.0,447.0,22,6,77,-9.0,0,1
4,10,10,2,12,48,610,758,108.0,528.0,176,7,392,12.0,2,2
3,9,22,5,12,42,654,940,166.0,1013.0,289,1,242,-3.0,1,1
2,6,2,5,2,53,1355,1704,129.0,861.0,336,2,343,-3.0,1,1
2,6,8,4,8,41,1115,1301,166.0,898.0,313,18,96,-26.0,0,1
3,9,19,2,17,25,730,1052,142.0,867.0,45,20,274,7.0,2,2
4,11,23,4,49,53,953,1117,144.0,689.0,336,6,348,-3.0,1,1
1,3,13,1,48,1,1950,2120,90.0,570.0,35,23,166,34.0,3,2
3,7,16,7,26,17,600,629,89.0,360.0,274,18,79,1.0,1,1
4,11,15,3,48,4,940,1134,174.0,936.0,378,7,176,-14.0,0,1
1,2,4,6,6,32,1750,1915,85.0,407.0,204,23,266,-4.0,1,1
1,2,12,7,17,25,959,1309,130.0,867.0,45,1,274,-2.0,1,1
4,10,24,2,22,37,1615,1912,117.0,651.0,76,1,259,-14.0,0,1
3,8,17,4,4,6,1510,1616,66.0,261.0,305,18,290,22.0,3,2
1,1,16,1,17,26,2200,5,65.0,221.0,133,23,234,0.0,1,1
3,8,3,4,13,26,840,1031,111.0,640.0,150,6,22,-4.0,1,1
4,11,8,3,48,48,955,1102,67.0,191.0,176,20,327,18.0,2,2
2,6,12,1,17,37,1345,1658,133.0,599.0,76,1,274,13.0,2,2
4,12,10,7,51,48,1345,1620,215.0,1218.0,166,23,95,-16.0,0,1
1,3,10,5,48,39,1245,1555,130.0,919.0,77,23,92,-2.0,1,1
3,9,28,4,8,24,1550,2115,205.0,1491.0,57,23,96,-22.0,0,1
4,10,5,4,39,51,945,1100,75.0,323.0,95,23,77,-12.0,0,1
1,3,24,5,48,48,1230,1335,65.0,248.0,92,23,327,6.0,2,2
4,12,12,2,17,17,616,730,74.0,130.0,274,18,291,-6.0,0,1
3,9,25,1,16,8,1735,1915,100.0,458.0,96,18,178,-7.0,0,1
3,7,11,2,13,6,1519,1720,301.0,2092.0,351,6,22,-20.0,0,1
3,7,30,7,37,72,1150,1541,231.0,1475.0,346,1,76,1.0,1,1
4,12,9,6,8,6,530,717,167.0,967.0,338,20,96,-26.0,0,1
4,11,15,3,6,8,1110,1430,140.0,862.0,96,23,206,-16.0,0,1
2,5,5,5,24,12,1153,1435,162.0,946.0,242,1,57,23.0,3,2
1,2,22,3,39,48,1107,1305,178.0,926.0,97,1,77,-41.0,0,1
4,11,19,7,27,17,845,1012,87.0,334.0,274,6,258,-21.0,0,1
1,1,15,7,47,13,1145,1256,71.0,152.0,22,7,383,-31.0,0,1
4,10,11,3,24,29,2220,2335,135.0,738.0,360,23,57,-12.0,0,1
2,6,15,4,13,37,1540,1710,90.0,356.0,314,23,22,63.0,5,3
2,5,30,2,51,29,1855,2020,145.0,719.0,360,23,95,3.0,1,1
3,8,15,2,6,8,1800,2122,142.0,853.0,96,20,326,-10.0,0,1
1,2,20,1,40,48,1935,2100,85.0,419.0,166,23,270,7.0,2,2
3,7,21,5,6,4,610,807,117.0,621.0,290,1,344,5.0,1,1
1,2,22,3,48,48,2140,2240,60.0,277.0,168,23,166,-12.0,0,1
4,10,12,4,8,42,1630,2155,205.0,1558.0,289,23,96,41.0,4,2
2,6,16,5,26,34,708,850,102.0,488.0,121,6,105,4.0,1,1
2,5,17,3,17,39,1430,1640,70.0,307.0,74,23,234,-15.0,0,1
3,7,24,1,8,29,645,945,120.0,770.0,360,23,96,6.0,2,2
4,10,9,1,6,41,834,1055,141.0,817.0,284,18,56,-8.0,0,1
3,8,11,5,4,41,1705,1942,157.0,1009.0,284,1,290,-3.0,1,1
2,5,3,3,12,42,1420,1700,160.0,994.0,296,23,129,9.0,2,2
2,4,22,6,12,13,1915,2122,127.0,594.0,22,6,242,-28.0,0,1
4,10,14,6,8,6,2035,2150,135.0,819.0,273,23,96,-5.0,1,1
1,2,21,2,47,12,710,955,105.0,612.0,373,23,43,10.0,2,2
2,5,25,4,24,6,2000,2240,340.0,2329.0,206,23,57,101.0,5,3
2,4,26,3,13,5,2127,2228,121.0,579.0,136,7,22,0.0,1,1
4,12,26,2,22,48,1205,1322,77.0,253.0,176,18,53,52.0,4,2
1,3,22,3,26,12,525,841,196.0,1145.0,242,1,105,-30.0,0,1
1,3,15,3,37,36,600,738,98.0,461.0,215,7,151,9.0,2,2
3,9,28,4,6,6,1800,1914,74.0,296.0,56,18,344,3.0,1,1
4,11,15,3,55,26,917,1130,73.0,237.0,105,6,244,-21.0,0,1
2,5,13,6,8,37,25,543,198.0,1436.0,314,8,96,-8.0,0,1
2,6,28,3,12,13,1225,1404,99.0,404.0,22,6,232,-18.0,0,1
2,5,22,1,48,17,1445,1725,160.0,925.0,274,20,176,-4.0,1,1
4,11,9,4,13,53,810,1040,330.0,2182.0,336,6,22,-1.0,1,1
2,4,16,7,41,53,2130,2217,47.0,129.0,336,18,284,68.0,5,3
1,2,13,1,4,6,1655,1730,95.0,451.0,206,23,378,7.0,2,2
1,1,12,4,24,27,825,1015,170.0,936.0,258,23,57,1.0,1,1
2,4,26,3,48,53,1859,2125,266.0,1774.0,336,2,327,-9.0,0,1
1,2,24,5,6,8,938,1313,155.0,862.0,96,20,206,-2.0,1,1
2,5,21,7,48,48,1310,1404,54.0,164.0,75,7,97,243.0,5,3
3,7,3,1,26,27,700,744,104.0,463.0,258,18,229,-37.0,0,1
1,2,21,2,6,8,910,1236,146.0,848.0,21,18,338,49.0,4,2
2,5,21,7,6,41,1100,1318,138.0,838.0,284,18,273,3.0,1,1
